Library	Quality	Initial_reads_aligned	Postfiltering_reads_aligned	Duplication_rate	Naive_coverage	Background	Reads_per_Mb	Percent_WC	Mode_GC	Mode_insert_size	Sequencing_for_0.05x_cov	Mitochondria_coverage	rDNA_coverage_5s	Average_telomere_length_kB
wt-fucci-single-c7-w11_	poor	91053	83750	7.20%	0.20%	13.90%	11	21.40%	48.00%	155	>=2	0.00%	0.10%	0
wt-fucci-single-c7-w12_	poor	95349	87490	7.70%	0.20%	27.70%	11	25.80%	49.00%	151	>=2	0.00%	0.20%	0
wt-fucci-single-c7-w13_	poor	18	14	0.00%	0.00%	0.00%	0	NA	40.00%	115	NA	0.00%	0.00%	0
wt-fucci-single-c7-w14_	poor	55650	51004	11.40%	0.10%	26.30%	6	10.70%	48.00%	155	>=2	0.00%	0.00%	0
wt-fucci-single-c7-w15_	poor	62637	57630	13.90%	0.10%	34.80%	7	34.50%	50.00%	160	>=2	0.00%	0.10%	0
wt-fucci-single-c7-w16_	poor	76690	70720	8.60%	0.20%	33.90%	9	34.50%	48.00%	158	NA	0.00%	0.10%	0
wt-fucci-single-c7-w17_	poor	31212	28620	8.60%	0.10%	39.30%	3	16.00%	49.00%	157	NA	0.00%	0.10%	0
wt-fucci-single-c7-w18_	poor	6	6	0.00%	0.00%	0.00%	0	NA	30.00%	90	NA	0.00%	0.00%	0
wt-fucci-single-c7-w19_	poor	127419	117210	16.20%	0.20%	0.00%	14	30.80%	50.00%	154	>=2	0.00%	0.20%	0
wt-fucci-single-c7-w2_	poor	814438	747934	9.40%	1.70%	38.60%	99	71.40%	48.00%	153	0.22	0.00%	1.20%	0
wt-fucci-single-c7-w20_	poor	58874	53938	11.10%	0.10%	7.30%	7	4.30%	51.00%	153	>=2	0.00%	0.10%	0
wt-fucci-single-c7-w21_	poor	45288	41628	13.20%	0.10%	17.60%	5	8.30%	47.00%	153	NA	0.00%	0.30%	0
wt-fucci-single-c7-w22_	poor	179069	164590	7.10%	0.40%	24.80%	22	21.90%	48.00%	158	0.52	0.00%	0.20%	0
wt-fucci-single-c7-w23_	poor	72836	67464	14.00%	0.10%	0.00%	8	44.00%	49.00%	155	NA	0.00%	0.20%	0
wt-fucci-single-c7-w24_	poor	64612	59380	12.60%	0.10%	28.90%	7	14.80%	50.00%	154	NA	0.00%	0.10%	0
wt-fucci-single-c7-w26_	poor	123887	113290	5.80%	0.30%	22.80%	16	74.10%	48.00%	151	NA	0.00%	0.10%	0
wt-fucci-single-c7-w27_	poor	48068	43874	12.80%	0.10%	2.40%	6	4.30%	48.00%	153	>=2	0.00%	0.00%	0
wt-fucci-single-c7-w28_	poor	15004	13772	10.30%	0.00%	17.60%	2	15.40%	49.00%	155	NA	0.00%	0.00%	0
wt-fucci-single-c7-w29_	poor	14442	13174	7.20%	0.00%	7.10%	2	0.00%	49.00%	155	NA	0.00%	0.00%	0
wt-fucci-single-c7-w3_	poor	699773	642422	10.80%	1.40%	27.00%	85	65.80%	48.00%	154	0.24	0.00%	1.50%	0
wt-fucci-single-c7-w30_	poor	15699	14278	3.80%	0.00%	2.20%	2	8.30%	47.00%	156	>=2	0.00%	0.10%	0
wt-fucci-single-c7-w31_	poor	105058	96692	15.30%	0.20%	17.90%	11	29.40%	49.00%	153	>=2	0.00%	0.20%	0
wt-fucci-single-c7-w32_	poor	56780	52156	11.70%	0.10%	12.40%	6	12.00%	49.00%	152	NA	0.00%	0.10%	0
wt-fucci-single-c7-w33_	poor	56672	52162	12.80%	0.10%	30.00%	6	19.20%	48.00%	157	>=2	0.00%	0.10%	0
wt-fucci-single-c7-w34_	poor	33	28	0.00%	0.00%	0.00%	0	NA	51.00%	90	NA	0.00%	0.00%	0
wt-fucci-single-c7-w35_	poor	17	16	0.00%	0.00%	0.00%	0	NA	36.00%	101	NA	0.00%	0.00%	0
wt-fucci-single-c7-w36_	poor	201971	185842	10.80%	0.40%	24.40%	24	40.00%	48.00%	156	NA	0.00%	0.40%	0
wt-fucci-single-c7-w37_	poor	126812	115258	6.60%	0.30%	2.50%	17	0.00%	41.00%	158	NA	0.00%	0.30%	0
wt-fucci-single-c7-w38_	poor	30985	28500	11.90%	0.10%	8.80%	4	8.30%	43.00%	161	NA	0.00%	0.00%	0
wt-fucci-single-c7-w39_	poor	39933	36648	11.80%	0.10%	40.00%	4	14.80%	48.00%	160	NA	0.00%	0.10%	0
wt-fucci-single-c7-w4_	poor	736259	675014	10.20%	1.50%	19.80%	87	69.40%	49.00%	156	0.23	0.00%	1.90%	0.0976743
wt-fucci-single-c7-w40_	poor	49360	44812	10.20%	0.10%	7.10%	6	4.30%	50.00%	160	>=2	0.00%	0.10%	0
wt-fucci-single-c7-w41_	poor	23855	21686	9.00%	0.00%	7.30%	3	8.30%	48.00%	151	>=2	0.00%	0.10%	0
wt-fucci-single-c7-w42_	poor	69792	64368	14.40%	0.10%	28.00%	7	21.40%	49.00%	154	NA	0.00%	0.20%	0
wt-fucci-single-c7-w43_	poor	75268	69072	9.80%	0.20%	22.80%	9	16.10%	48.00%	155	1.25	0.00%	0.20%	0
wt-fucci-single-c7-w44_	poor	4	4	0.00%	0.00%	0.00%	0	NA	28.00%	163	NA	0.00%	0.00%	0
wt-fucci-single-c7-w45_	poor	87176	79726	9.20%	0.20%	10.40%	11	13.30%	47.00%	157	>=2	0.00%	0.20%	0
wt-fucci-single-c7-w46_	poor	96523	88314	7.10%	0.20%	19.10%	12	24.10%	45.00%	155	>=2	0.00%	0.30%	0
wt-fucci-single-c7-w47_	poor	101098	92926	8.00%	0.20%	21.40%	12	29.00%	49.00%	153	NA	0.00%	0.40%	0.708087
wt-fucci-single-c7-w48_	poor	38957	35612	7.80%	0.10%	13.70%	4	14.80%	51.00%	152	NA	0.00%	0.10%	0
wt-fucci-single-c7-w49_	poor	117014	107256	11.10%	0.20%	12.50%	14	15.60%	49.00%	156	>=2	0.00%	0.20%	0
wt-fucci-single-c7-w5_	poor	32904	29916	7.30%	0.10%	5.50%	4	0.00%	47.00%	157	NA	0.00%	0.10%	0
wt-fucci-single-c7-w6_	poor	43337	39448	13.10%	0.10%	6.40%	5	13.00%	50.00%	155	>=2	0.00%	0.10%	0
wt-fucci-single-c7-w7_	poor	28	26	0.00%	0.00%	0.00%	0	NA	45.00%	157	NA	0.00%	0.00%	0
wt-fucci-single-c7-w8_	poor	73170	67160	16.20%	0.10%	27.70%	8	21.40%	48.00%	158	>=2	0.00%	0.20%	0
wt-fucci-single-c7-w9_	poor	10	10	0.00%	0.00%	0.00%	0	NA	35.00%	97	NA	0.00%	0.00%	0
wt-fucci-single-c8-w1_	poor	528287	484706	4.40%	1.10%	39.50%	71	60.00%	47.00%	153	0.19	0.00%	1.10%	0
wt-fucci-single-c8-w10_	poor	74374	67724	3.00%	0.20%	2.40%	10	12.00%	44.00%	153	0.58	0.00%	0.20%	0
wt-fucci-single-c8-w11_	poor	130063	119824	4.70%	0.30%	26.40%	17	39.40%	47.00%	156	0.45	0.00%	0.30%	0
wt-fucci-single-c8-w12_	poor	29927	27540	3.70%	0.10%	29.20%	3	17.90%	49.00%	159	>=2	0.00%	0.10%	0
wt-fucci-single-c8-w13_	poor	6	6	0.00%	0.00%	0.00%	0	NA	45.00%	138	NA	0.00%	0.00%	0
wt-fucci-single-c8-w14_	poor	182034	167292	4.80%	0.40%	31.90%	24	48.40%	47.00%	153	NA	0.00%	0.30%	0
wt-fucci-single-c8-w15_	poor	23	22	0.00%	0.00%	0.00%	0	NA	35.00%	125	NA	0.00%	0.00%	0
wt-fucci-single-c8-w16_	poor	17555	16220	7.20%	0.00%	36.20%	2	37.00%	48.00%	155	>=2	0.00%	0.10%	0
wt-fucci-single-c8-w17_	poor	15893	14614	2.90%	0.00%	0.00%	2	13.00%	45.00%	162	NA	0.00%	0.10%	0
wt-fucci-single-c8-w18_	poor	13697	12456	8.90%	0.00%	5.70%	1	4.30%	48.00%	151	>=2	0.00%	0.00%	0
wt-fucci-single-c8-w19_	poor	649	602	1.30%	0.00%	11.40%	0	13.00%	43.00%	150	NA	0.00%	0.00%	0
wt-fucci-single-c8-w2_	poor	237023	216750	5.00%	0.50%	28.70%	31	63.00%	47.00%	155	0.24	0.00%	0.40%	0.30467
wt-fucci-single-c8-w20_	poor	75741	69232	4.90%	0.20%	15.20%	10	19.40%	47.00%	154	NA	0.00%	0.10%	0.954752
wt-fucci-single-c8-w21_	poor	7142	6526	7.40%	0.00%	6.30%	1	8.70%	47.00%	165	>=2	0.00%	0.00%	0
wt-fucci-single-c8-w22_	poor	11446	10388	8.90%	0.00%	0.00%	1	0.00%	50.00%	156	>=2	0.00%	0.00%	0
wt-fucci-single-c8-w23_	poor	31	24	0.00%	0.00%	0.00%	0	NA	39.00%	162	NA	0.00%	0.00%	0
wt-fucci-single-c8-w24_	poor	8	4	0.00%	0.00%	0.00%	0	NA	36.00%	144	NA	0.00%	0.00%	0
wt-fucci-single-c8-w26_	poor	16	14	0.00%	0.00%	0.00%	0	NA	47.00%	150	NA	0.00%	0.00%	0
wt-fucci-single-c8-w27_	poor	50926	46762	4.30%	0.10%	10.30%	7	50.00%	49.00%	158	>=2	0.00%	0.10%	0
wt-fucci-single-c8-w28_	poor	26750	24474	4.10%	0.10%	23.20%	3	23.10%	48.00%	156	>=2	0.00%	0.10%	0
wt-fucci-single-c8-w29_	poor	14	14	0.00%	0.00%	0.00%	0	NA	56.00%	173	NA	0.00%	0.00%	0
wt-fucci-single-c8-w3_	poor	552226	504836	5.80%	1.20%	41.60%	72	73.30%	49.00%	154	0.2	0.00%	1.40%	0.130519
wt-fucci-single-c8-w30_	poor	12278	11274	5.20%	0.00%	6.00%	1	4.20%	47.00%	151	>=2	0.00%	0.10%	0
wt-fucci-single-c8-w31_	poor	150059	137732	4.30%	0.30%	29.50%	18	21.40%	48.00%	156	0.52	0.00%	0.40%	0
wt-fucci-single-c8-w32_	poor	10817	9800	5.40%	0.00%	3.20%	1	4.30%	47.00%	157	>=2	0.00%	0.00%	0
wt-fucci-single-c8-w33_	poor	22678	20920	11.20%	0.00%	40.20%	2	46.40%	48.00%	157	NA	0.00%	0.10%	3.12625
wt-fucci-single-c8-w34_	poor	11224	10298	8.60%	0.00%	7.90%	1	4.30%	47.00%	152	>=2	0.00%	0.00%	0
wt-fucci-single-c8-w35_	poor	44720	40812	3.90%	0.10%	10.00%	6	3.80%	48.00%	164	1.08	0.00%	0.00%	0
wt-fucci-single-c8-w36_	poor	31	26	0.00%	0.00%	0.00%	0	NA	46.00%	160	NA	0.00%	0.00%	0
wt-fucci-single-c8-w37_	poor	17477	16008	10.10%	0.00%	12.30%	2	12.00%	48.00%	154	NA	0.00%	0.10%	0
wt-fucci-single-c8-w38_	poor	14557	13154	8.10%	0.00%	4.20%	2	8.70%	48.00%	151	NA	0.00%	0.10%	0
wt-fucci-single-c8-w39_	poor	204990	186630	6.90%	0.40%	0.00%	27	95.80%	50.00%	154	0.37	0.00%	0.60%	0
wt-fucci-single-c8-w4_	poor	540258	496736	4.10%	1.20%	20.70%	69	75.00%	49.00%	155	0.19	0.00%	1.50%	0
wt-fucci-single-c8-w40_	poor	29603	27200	3.80%	0.10%	27.30%	3	12.00%	49.00%	161	>=2	0.00%	0.00%	0
wt-fucci-single-c8-w41_	poor	10473	9652	9.10%	0.00%	0.00%	1	39.10%	51.00%	165	>=2	0.00%	0.00%	0
wt-fucci-single-c8-w42_	poor	109735	100882	4.00%	0.20%	31.40%	14	22.60%	49.00%	153	0.72	0.00%	0.20%	0
wt-fucci-single-c8-w43_	poor	104320	96080	3.80%	0.20%	25.30%	14	41.90%	42.00%	155	NA	0.00%	0.30%	0
wt-fucci-single-c8-w44_	poor	9462	8596	9.60%	0.00%	3.10%	1	0.00%	50.00%	155	NA	0.00%	0.00%	0
wt-fucci-single-c8-w45_	poor	24	24	0.00%	0.00%	0.00%	0	NA	49.00%	77	NA	0.00%	0.00%	0
wt-fucci-single-c8-w46_	poor	18343	16724	5.30%	0.00%	7.40%	2	4.00%	46.00%	159	NA	0.00%	0.10%	0
wt-fucci-single-c8-w47_	poor	4310	3896	7.30%	0.00%	8.50%	0	8.70%	48.00%	159	>=2	0.00%	0.00%	0
wt-fucci-single-c8-w48_	poor	84860	78066	3.70%	0.20%	27.20%	11	32.30%	47.00%	157	NA	0.00%	0.40%	0
wt-fucci-single-c8-w49_	poor	87924	80988	3.50%	0.20%	21.90%	11	21.40%	48.00%	160	NA	0.00%	0.30%	0
wt-fucci-single-c8-w5_	poor	85594	78596	3.10%	0.20%	15.90%	11	7.40%	48.00%	155	0.61	0.00%	0.50%	0.840754
wt-fucci-single-c8-w6_	poor	16920	15312	6.40%	0.00%	4.20%	2	4.20%	50.00%	154	>=2	0.00%	0.20%	0
wt-fucci-single-c8-w7_	poor	20585	18920	9.00%	0.00%	10.20%	2	8.30%	49.00%	155	NA	0.00%	0.10%	0
wt-fucci-single-c8-w8_	poor	22857	20886	7.50%	0.00%	5.30%	3	7.70%	48.00%	153	>=2	0.00%	0.10%	0
wt-fucci-single-c8-w9_	poor	34610	31644	8.50%	0.10%	22.50%	4	21.40%	48.00%	162	NA	0.00%	0.10%	0
