Library	Quality	Initial_reads_aligned	Postfiltering_reads_aligned	Duplication_rate	Naive_coverage	Background	Reads_per_Mb	Percent_WC	Mode_GC	Mode_insert_size	Sequencing_for_0.05x_cov	Mitochondria_coverage	rDNA_coverage_5s	Average_telomere_length_kB
blm-recq5-2-single-f16-r4-c5_S565_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f16-r4-c6_S566_	good	297530	270494	3.7%	0.6%	0.8%	43	13.5%	38.0%	150	0.24	0.0%	0.7%	0
blm-recq5-2-single-f16-r4-c7_S567_	poor	259975	238416	3.8%	0.6%	1.4%	41	16.2%	41.0%	151	0.25	0.0%	0.7%	0
blm-recq5-2-single-f16-r5-c1_S568_	poor	13975	12844	1.6%	0.0%	2.1%	2	8.3%	37.0%	149	>=2	0.0%	0.1%	0
blm-recq5-2-single-f16-r5-c2_S569_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f16-r5-c3_S570_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f16-r5-c4_S571_	poor	565585	514226	5.9%	1.2%	5.8%	81	15.4%	40.0%	150	NA	0.0%	0.9%	0
blm-recq5-2-single-f16-r5-c5_S572_	good	338701	304710	3.6%	0.7%	1.6%	45	13.9%	40.0%	147	NA	0.0%	0.7%	0
blm-recq5-2-single-f16-r5-c6_S573_	acceptable	168415	152628	2.7%	0.4%	1.1%	25	10.0%	39.0%	151	NA	0.0%	0.2%	0
blm-recq5-2-single-f16-r5-c7_S574_	good	301761	272688	3.8%	0.6%	0.9%	44	15.2%	39.0%	151	NA	0.0%	0.4%	0
blm-recq5-2-single-f16-r6-c1_S575_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f16-r6-c2_S576_	poor	496587	451088	5.1%	1.0%	10.2%	64	23.3%	40.0%	150	NA	0.0%	1.0%	0
blm-recq5-2-single-f16-r6-c3_S577_	good	488304	444022	5.2%	1.0%	1.4%	72	3.3%	39.0%	151	0.22	0.0%	0.7%	0
blm-recq5-2-single-f16-r6-c4_S578_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f16-r6-c5_S579_	good	333311	301898	4.7%	0.7%	1.3%	48	15.2%	38.0%	151	0.25	0.0%	0.6%	0
blm-recq5-2-single-f16-r6-c6_S580_	acceptable	140903	127052	2.3%	0.3%	1.6%	20	7.7%	41.0%	149	NA	0.0%	0.2%	0
blm-recq5-2-single-f16-r6-c7_S581_	poor	428060	392462	5.3%	0.9%	1.8%	68	16.3%	40.0%	150	0.24	0.0%	0.8%	0
blm-recq5-2-single-f16-r7-c1_S582_	good	467776	424332	4.7%	1.0%	1.2%	67	15.0%	39.0%	150	0.21	0.0%	0.5%	0
blm-recq5-2-single-f16-r7-c2_S583_	poor	377996	350444	4.8%	0.8%	1.6%	63	12.2%	39.0%	151	NA	0.0%	0.8%	0
blm-recq5-2-single-f16-r7-c3_S584_	poor	260657	235158	2.9%	0.6%	1.4%	37	15.8%	39.0%	148	0.23	0.0%	0.5%	0
blm-recq5-2-single-f16-r7-c4_S585_	good	532770	482582	5.3%	1.1%	1.8%	78	7.7%	39.0%	151	NA	0.0%	1.0%	0.137047
blm-recq5-2-single-f16-r7-c5_S586_	good	390066	352498	4.8%	0.8%	1.6%	63	3.5%	40.0%	149	NA	0.0%	0.9%	0
blm-recq5-2-single-f16-r7-c6_S587_	poor	477528	434254	4.8%	1.0%	4.7%	67	12.0%	41.0%	150	NA	0.0%	0.6%	0
blm-recq5-2-single-f8-r1-c1_S148_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f8-r1-c2_S149_	poor	267722	221796	14.8%	0.4%	11.7%	30	20.6%	47.0%	149	NA	0.0%	0.3%	0
blm-recq5-2-single-f8-r1-c3_S150_	poor	187432	155648	21.8%	0.3%	4.9%	19	6.9%	50.0%	92	NA	0.0%	0.3%	0
blm-recq5-2-single-f8-r1-c4_S151_	poor	254065	214826	21.4%	0.4%	0.0%	27	95.8%	49.0%	152	NA	0.0%	0.1%	0
blm-recq5-2-single-f8-r1-c5_S152_	poor	175343	142060	22.4%	0.3%	7.3%	17	12.5%	51.0%	93	NA	0.0%	0.4%	0
blm-recq5-2-single-f8-r1-c6_S153_	poor	159581	133924	23.7%	0.2%	8.2%	15	26.7%	50.0%	94	NA	0.0%	0.3%	1.00107
blm-recq5-2-single-f8-r1-c7_S154_	poor	80650	68614	23.7%	0.1%	7.1%	7	10.7%	49.0%	94	NA	0.0%	0.1%	0
blm-recq5-2-single-f8-r2-c1_S155_	poor	504650	455422	21.6%	0.9%	2.2%	58	15.4%	40.0%	151	NA	0.0%	0.9%	0
blm-recq5-2-single-f8-r2-c2_S156_	poor	8328	5876	8.9%	0.0%	0.0%	1	65.2%	37.0%	151	>=2	0.0%	0.0%	0
blm-recq5-2-single-f8-r2-c3_S157_	poor	1283240	1086962	11.5%	2.3%	10.3%	150	33.8%	42.0%	151	NA	0.0%	2.2%	0
blm-recq5-2-single-f8-r2-c4_S158_	poor	49755	30654	13.6%	0.1%	17.8%	4	25.0%	57.0%	61	NA	0.0%	0.2%	0
blm-recq5-2-single-f8-r2-c5_S159_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f8-r2-c6_S160_	poor	237227	201886	22.8%	0.4%	4.0%	26	3.6%	49.0%	94	NA	0.0%	0.5%	0
blm-recq5-2-single-f8-r2-c7_S161_	poor	139297	109270	18.9%	0.2%	7.0%	13	4.0%	50.0%	95	NA	0.0%	0.2%	0
blm-recq5-2-single-f8-r3-c1_S162_	poor	183042	157276	4.0%	0.4%	5.7%	24	6.9%	40.0%	150	0.53	0.0%	0.2%	0
blm-recq5-2-single-f8-r3-c2_S163_	good	1244082	1132854	15.4%	2.3%	1.0%	158	20.0%	40.0%	151	NA	0.0%	1.1%	0
blm-recq5-2-single-f8-r3-c3_S164_	poor	9690	8158	3.6%	0.0%	3.3%	1	17.4%	50.0%	91	>=2	0.0%	0.0%	0
blm-recq5-2-single-f8-r3-c4_S165_	poor	91729	71476	15.2%	0.1%	8.6%	9	8.3%	49.0%	92	NA	0.0%	0.1%	0
blm-recq5-2-single-f8-r3-c5_S166_	poor	147913	126620	23.7%	0.2%	5.1%	15	13.8%	50.0%	96	NA	0.0%	0.3%	0
blm-recq5-2-single-f8-r3-c6_S167_	poor	73101	59590	21.6%	0.1%	8.5%	6	4.0%	50.0%	92	NA	0.0%	0.1%	0
blm-recq5-2-single-f8-r3-c7_S168_	poor	157785	130866	17.7%	0.3%	5.5%	16	0.0%	51.0%	148	NA	0.0%	0.2%	0
blm-recq5-2-single-f8-r4-c1_S169_	poor	96727	78542	16.0%	0.2%	6.4%	10	16.0%	50.0%	91	NA	0.0%	0.2%	0
blm-recq5-2-single-f8-r4-c2_S170_	poor	1112564	1014668	9.7%	2.2%	2.6%	159	20.8%	40.0%	150	NA	0.0%	1.9%	0.0653768
blm-recq5-2-single-f8-r4-c3_S171_	poor	121867	104000	16.2%	0.2%	4.7%	14	11.5%	49.0%	152	NA	0.0%	0.2%	0
blm-recq5-2-single-f8-r4-c4_S172_	poor	48118	32104	22.9%	0.1%	27.8%	3	8.0%	55.0%	61	NA	0.0%	0.1%	0
blm-recq5-2-single-f8-r4-c5_S173_	poor	161449	132978	22.0%	0.2%	5.8%	16	11.5%	49.0%	93	NA	0.0%	0.4%	0
blm-recq5-2-single-f8-r4-c6_S174_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f8-r4-c7_S175_	poor	10036	5158	12.5%	0.0%	0.0%	0	8.7%	58.0%	55	>=2	0.0%	0.0%	0
blm-recq5-2-single-f8-r5-c1_S176_	poor	214913	195406	4.1%	0.5%	1.6%	30	3.2%	40.0%	150	0.34	0.0%	0.4%	0
blm-recq5-2-single-f8-r5-c2_S177_	poor	93862	77418	16.7%	0.2%	15.7%	10	10.7%	49.0%	94	NA	0.0%	0.1%	0
blm-recq5-2-single-f8-r5-c3_S178_	poor	2242218	2039276	22.3%	3.8%	7.2%	252	34.3%	40.0%	148	NA	0.0%	2.9%	0
blm-recq5-2-single-f8-r5-c4_S179_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blm-recq5-2-single-f8-r5-c5_S180_	poor	137962	111962	21.1%	0.2%	5.4%	13	3.7%	49.0%	93	NA	0.0%	0.2%	0
blm-recq5-2-single-f8-r5-c6_S181_	poor	95461	79694	12.7%	0.2%	4.7%	11	6.9%	49.0%	94	NA	0.0%	0.2%	0
blm-recq5-2-single-f8-r5-c7_S182_	poor	1358526	1249426	19.9%	2.4%	12.3%	151	32.0%	40.0%	152	NA	0.0%	1.7%	0
blm-recq5-2-single-f8-r6-c1_S183_	good	1857060	1683526	13.6%	3.5%	5.7%	247	25.9%	40.0%	149	NA	0.0%	2.5%	0
blm-recq5-2-single-f8-r6-c2_S184_	good	2626287	2387758	16.5%	4.9%	4.1%	330	17.6%	39.0%	151	NA	0.0%	4.0%	0.027652
blm-recq5-2-single-f8-r6-c3_S185_	poor	93030	68234	22.4%	0.1%	8.3%	8	19.2%	50.0%	92	NA	0.0%	0.1%	0
blm-recq5-2-single-f8-r6-c4_S186_	poor	101237	83342	14.0%	0.2%	6.4%	11	7.1%	48.0%	94	NA	0.0%	0.2%	0
blm-recq5-2-single-f8-r6-c5_S187_	poor	75437	53624	16.4%	0.1%	9.7%	6	14.8%	51.0%	90	NA	0.0%	0.0%	0
blm-recq5-2-single-f8-r6-c6_S188_	poor	39165	33788	7.5%	0.1%	5.9%	5	33.3%	49.0%	93	NA	0.0%	0.2%	0
blm-recq5-2-single-f8-r6-c7_S189_	poor	218440	181900	21.2%	0.3%	5.7%	22	7.1%	49.0%	93	NA	0.0%	0.3%	0
blm-recq5-2-single-f8-r7-c1_S190_	poor	279325	238862	8.9%	0.5%	8.7%	35	12.1%	49.0%	151	NA	0.0%	0.3%	0
blm-recq5-2-single-f8-r7-c2_S191_	good	1972847	1801572	16.6%	3.7%	1.1%	246	18.6%	39.0%	149	NA	0.0%	3.0%	0
blm-recq5-2-single-f8-r7-c3_S192_	poor	38740	34196	13.9%	0.1%	4.4%	4	25.0%	48.0%	151	NA	0.0%	0.1%	0
blm-recq5-2-single-f8-r7-c4_S193_	poor	208599	170358	23.5%	0.3%	5.5%	20	9.7%	49.0%	93	NA	0.0%	0.4%	0
blm-recq5-2-single-f8-r7-c5_S194_	poor	42997	34090	18.8%	0.1%	9.3%	4	11.1%	49.0%	90	NA	0.0%	0.1%	0
blm-recq5-2-single-f8-r7-c6_S195_	poor	158679	124722	23.1%	0.2%	7.3%	15	16.7%	50.0%	91	NA	0.0%	0.3%	0
recq5-2-negctrl-f10-r7-c7_S294_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
recq5-2-negctrl-f11-r7-c7_S343_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
recq5-2-negctrl-f9-r7-c7_S245_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
recq5-2-single-f10-r1-c1_S246_	poor	2517909	2310534	27.2%	4.1%	4.3%	278	37.1%	39.0%	152	0.24	0.0%	4.0%	0
recq5-2-single-f10-r1-c2_S247_	acceptable	291958	256822	27.1%	0.5%	1.9%	29	17.1%	47.0%	152	NA	0.0%	0.6%	0
recq5-2-single-f10-r1-c3_S248_	poor	102088	84032	18.6%	0.2%	4.5%	11	11.1%	49.0%	92	NA	0.0%	0.1%	0
recq5-2-single-f10-r1-c4_S249_	poor	224185	192348	27.6%	0.3%	2.3%	22	9.4%	48.0%	154	NA	0.0%	0.3%	0
recq5-2-single-f10-r1-c5_S250_	poor	163347	138712	23.1%	0.3%	3.5%	17	3.6%	49.0%	95	NA	0.0%	0.3%	0
recq5-2-single-f10-r1-c6_S251_	acceptable	186487	154854	25.9%	0.3%	5.5%	18	9.4%	49.0%	153	NA	0.0%	0.5%	0
recq5-2-single-f10-r1-c7_S252_	poor	177869	153140	22.5%	0.3%	2.5%	19	7.7%	48.0%	98	NA	0.0%	0.4%	0
recq5-2-single-f10-r2-c1_S253_	poor	283122	243088	26.1%	0.4%	2.5%	29	5.4%	47.0%	151	NA	0.0%	0.3%	0
recq5-2-single-f10-r2-c2_S254_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
recq5-2-single-f10-r2-c3_S255_	good	1113818	1018374	19.6%	2.0%	1.5%	141	15.4%	38.0%	151	0.37	0.0%	1.5%	0.0644484
recq5-2-single-f10-r2-c4_S256_	poor	241710	211684	24.8%	0.4%	2.4%	26	0.0%	48.0%	150	NA	0.0%	0.2%	0
recq5-2-single-f10-r2-c5_S257_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
recq5-2-single-f10-r2-c6_S258_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
recq5-2-single-f10-r2-c7_S259_	poor	125485	105126	21.1%	0.2%	3.0%	13	3.7%	50.0%	100	NA	0.0%	0.2%	0
recq5-2-single-f10-r3-c1_S260_	poor	203665	178994	16.2%	0.4%	3.0%	24	4.0%	46.0%	151	NA	0.0%	0.3%	0
recq5-2-single-f10-r3-c2_S261_	poor	433107	393940	19.7%	0.8%	2.0%	52	8.1%	43.0%	168	NA	0.0%	0.5%	0
recq5-2-single-f10-r3-c3_S262_	poor	20152	17972	4.8%	0.0%	2.7%	2	4.2%	47.0%	153	NA	0.0%	0.1%	0
recq5-2-single-f10-r3-c4_S263_	poor	174629	154642	20.6%	0.3%	2.2%	19	3.7%	49.0%	154	NA	0.0%	0.1%	0
recq5-2-single-f10-r3-c5_S264_	acceptable	388394	348878	27.2%	0.6%	6.2%	41	12.5%	47.0%	155	NA	0.0%	0.6%	0
recq5-2-single-f10-r3-c6_S265_	poor	324002	289592	26.4%	0.5%	3.9%	34	13.8%	47.0%	153	NA	0.0%	0.4%	0.228477
recq5-2-single-f10-r3-c7_S266_	poor	238480	209368	21.3%	0.4%	4.3%	27	6.1%	47.0%	152	NA	0.0%	0.4%	0
recq5-2-single-f10-r4-c1_S267_	poor	98644	81030	21.0%	0.2%	3.6%	10	6.9%	49.0%	94	NA	0.0%	0.0%	0
recq5-2-single-f10-r4-c2_S268_	poor	85172	70006	14.2%	0.1%	3.6%	9	11.5%	49.0%	96	NA	0.0%	0.2%	0
recq5-2-single-f10-r4-c3_S269_	poor	190475	170588	17.0%	0.3%	3.9%	22	10.7%	47.0%	152	NA	0.0%	0.4%	0
recq5-2-single-f10-r4-c4_S270_	poor	614040	555990	30.7%	0.9%	9.0%	63	22.5%	44.0%	161	NA	0.0%	0.6%	0.119082
recq5-2-single-f10-r4-c5_S271_	poor	108344	97950	20.3%	0.2%	3.8%	12	10.7%	49.0%	95	NA	0.0%	0.3%	0
recq5-2-single-f10-r4-c6_S272_	poor	136662	117870	20.4%	0.2%	3.8%	15	16.7%	49.0%	94	NA	0.0%	0.2%	0
recq5-2-single-f10-r4-c7_S273_	acceptable	244281	220022	17.4%	0.4%	1.2%	29	6.1%	46.0%	155	NA	0.0%	0.6%	0
recq5-2-single-f10-r5-c1_S274_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
recq5-2-single-f10-r5-c2_S275_	acceptable	151570	131396	19.7%	0.3%	2.8%	16	0.0%	49.0%	151	NA	0.0%	0.3%	0.507379
recq5-2-single-f10-r5-c3_S276_	good	2620983	2392910	30.8%	4.0%	1.0%	274	19.0%	40.0%	151	NA	0.0%	3.1%	0.0276279
recq5-2-single-f10-r5-c4_S277_	good	2605523	2386636	31.1%	4.0%	1.1%	273	20.0%	39.0%	152	0.27	0.0%	2.4%	0.110804
recq5-2-single-f10-r5-c5_S278_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
recq5-2-single-f10-r5-c6_S279_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
recq5-2-single-f10-r5-c7_S280_	poor	222565	193988	24.7%	0.4%	7.0%	22	13.9%	48.0%	153	NA	0.0%	0.3%	0
recq5-2-single-f10-r6-c1_S281_	poor	122462	105258	18.3%	0.2%	4.0%	14	7.7%	48.0%	152	NA	0.0%	0.5%	0
recq5-2-single-f10-r6-c2_S282_	poor	161386	137084	23.9%	0.2%	10.1%	16	17.6%	49.0%	95	NA	0.0%	0.1%	0
recq5-2-single-f10-r6-c3_S283_	poor	237679	214552	28.5%	0.4%	2.2%	24	11.8%	48.0%	155	NA	0.0%	0.5%	0
recq5-2-single-f10-r6-c4_S284_	poor	186334	164350	20.6%	0.3%	13.6%	21	23.5%	49.0%	151	NA	0.0%	0.3%	0
recq5-2-single-f10-r6-c5_S285_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
recq5-2-single-f10-r6-c6_S286_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
recq5-2-single-f10-r6-c7_S287_	poor	227995	200680	28.0%	0.3%	2.3%	23	10.0%	48.0%	150	NA	0.0%	0.3%	0
recq5-2-single-f10-r7-c1_S288_	acceptable	230116	199906	25.1%	0.4%	2.4%	24	3.3%	47.0%	94	NA	0.0%	0.5%	0
recq5-2-single-f10-r7-c2_S289_	good	401052	365410	26.8%	0.6%	1.4%	43	15.4%	47.0%	155	NA	0.0%	0.5%	0
recq5-2-single-f10-r7-c3_S290_	poor	232308	207564	24.7%	0.4%	9.8%	25	25.0%	48.0%	153	NA	0.0%	0.3%	0
recq5-2-single-f10-r7-c4_S291_	poor	149899	128038	27.7%	0.2%	3.1%	14	10.7%	49.0%	95	NA	0.0%	0.1%	0
recq5-2-single-f10-r7-c5_S292_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
recq5-2-single-f10-r7-c6_S293_	good	1668280	1528334	30.0%	2.6%	0.8%	175	20.0%	39.0%	154	NA	0.0%	1.8%	0.0437904
recq5-2-single-f11-r1-c1_S295_	poor	70555	59838	13.2%	0.1%	5.5%	8	4.2%	49.0%	152	>=2	0.0%	0.1%	0
recq5-2-single-f11-r1-c2_S296_	poor	912299	830440	12.1%	1.8%	7.5%	118	26.7%	38.0%	153	NA	0.0%	1.5%	0
recq5-2-single-f11-r1-c3_S297_	poor	88885	74556	11.3%	0.2%	4.1%	10	12.5%	47.0%	92	NA	0.0%	0.0%	0
recq5-2-single-f11-r1-c4_S298_	poor	96681	83338	7.8%	0.2%	15.3%	12	3.8%	40.0%	156	NA	0.0%	0.2%	0
recq5-2-single-f11-r1-c5_S299_	poor	492041	447146	14.8%	0.9%	16.8%	60	22.5%	38.0%	152	NA	0.0%	0.8%	0
recq5-2-single-f11-r1-c6_S300_	poor	963553	880034	14.4%	1.8%	5.6%	122	21.4%	39.0%	152	NA	0.0%	1.4%	0
recq5-2-single-f11-r1-c7_S301_	good	716599	652118	11.5%	1.4%	1.3%	96	15.6%	38.0%	150	NA	0.0%	1.4%	0.0994707
recq5-2-single-f11-r2-c1_S302_	good	347459	309196	14.2%	0.6%	1.4%	43	11.8%	37.0%	152	NA	0.0%	0.6%	0
recq5-2-single-f11-r2-c2_S303_	poor	367734	334514	9.2%	0.7%	16.8%	46	22.6%	38.0%	153	0.64	0.0%	0.8%	0
recq5-2-single-f11-r2-c3_S304_	good	294986	265778	11.4%	0.6%	1.7%	38	9.4%	38.0%	151	NA	0.0%	0.8%	0
recq5-2-single-f11-r2-c4_S305_	good	673409	618564	11.6%	1.3%	2.2%	90	11.6%	39.0%	153	NA	0.0%	1.3%	0
recq5-2-single-f11-r2-c5_S306_	good	666920	606176	13.5%	1.3%	1.5%	86	12.8%	39.0%	152	NA	0.0%	0.5%	0
recq5-2-single-f11-r2-c6_S307_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
recq5-2-single-f11-r2-c7_S308_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
recq5-2-single-f11-r3-c1_S309_	poor	206703	187188	8.0%	0.4%	4.6%	28	12.9%	38.0%	152	NA	0.0%	0.6%	0
recq5-2-single-f11-r3-c2_S310_	good	528661	482782	10.8%	1.0%	1.1%	70	14.3%	38.0%	152	NA	0.0%	0.5%	0
recq5-2-single-f11-r3-c3_S311_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
recq5-2-single-f11-r3-c4_S312_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
recq5-2-single-f11-r3-c5_S313_	poor	739114	680884	16.2%	1.4%	11.5%	90	24.4%	39.0%	157	0.51	0.0%	0.9%	0
recq5-2-single-f11-r3-c6_S314_	good	709546	647612	13.9%	1.4%	1.1%	91	18.6%	40.0%	152	NA	0.0%	0.7%	0
recq5-2-single-f11-r3-c7_S315_	poor	50659	43034	9.3%	0.1%	3.0%	6	0.0%	46.0%	95	NA	0.0%	0.1%	0
recq5-2-single-f11-r4-c1_S316_	poor	526130	479504	10.8%	1.0%	14.6%	65	14.7%	40.0%	151	NA	0.0%	0.5%	0
recq5-2-single-f11-r4-c2_S317_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
recq5-2-single-f11-r4-c3_S318_	good	522087	477832	10.3%	1.0%	1.4%	71	7.7%	39.0%	151	NA	0.0%	0.8%	0
recq5-2-single-f11-r4-c4_S319_	poor	798516	731102	15.8%	1.5%	1.7%	101	15.2%	39.0%	155	NA	0.0%	1.3%	0
recq5-2-single-f11-r4-c5_S320_	good	735609	675556	13.6%	1.4%	1.0%	95	12.8%	39.0%	155	NA	0.0%	0.7%	0
recq5-2-single-f11-r4-c6_S321_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
recq5-2-single-f11-r4-c7_S322_	good	503452	463658	7.5%	1.0%	1.4%	73	14.0%	39.0%	150	NA	0.0%	0.8%	0
recq5-2-single-f11-r5-c1_S323_	poor	20520	18804	1.8%	0.0%	1.8%	3	4.3%	38.0%	153	NA	0.0%	0.0%	0
recq5-2-single-f11-r5-c2_S324_	good	360810	329886	9.3%	0.7%	1.4%	51	13.9%	40.0%	152	NA	0.0%	0.6%	0
recq5-2-single-f11-r5-c3_S325_	good	1027853	936390	14.7%	1.9%	1.3%	133	13.5%	39.0%	152	NA	0.0%	2.0%	0
recq5-2-single-f11-r5-c4_S326_	poor	91252	77744	15.4%	0.2%	3.2%	10	3.8%	50.0%	94	NA	0.0%	0.3%	0
recq5-2-single-f11-r5-c5_S327_	good	667693	613266	10.5%	1.3%	1.0%	89	16.0%	40.0%	152	NA	0.0%	1.2%	0.107509
recq5-2-single-f11-r5-c6_S328_	good	364769	334000	6.8%	0.8%	1.1%	51	7.9%	40.0%	153	NA	0.0%	0.7%	0
recq5-2-single-f11-r5-c7_S329_	good	522518	478146	10.6%	1.0%	0.9%	70	14.0%	38.0%	156	NA	0.0%	0.6%	0.138734
recq5-2-single-f11-r6-c1_S330_	poor	142687	125030	14.6%	0.3%	8.6%	17	19.4%	47.0%	150	NA	0.0%	0.2%	0
recq5-2-single-f11-r6-c2_S331_	poor	90430	76892	14.5%	0.2%	3.0%	10	7.7%	48.0%	96	NA	0.0%	0.0%	1.73732
recq5-2-single-f11-r6-c3_S332_	good	995951	909228	13.0%	1.9%	1.3%	131	13.5%	39.0%	152	NA	0.0%	1.4%	0
recq5-2-single-f11-r6-c4_S333_	poor	91032	80970	9.2%	0.2%	6.6%	12	10.7%	48.0%	157	NA	0.0%	0.2%	0
recq5-2-single-f11-r6-c5_S334_	poor	121297	103570	12.4%	0.2%	9.1%	14	3.7%	47.0%	150	NA	0.0%	0.0%	0
recq5-2-single-f11-r6-c6_S335_	poor	31179	27308	6.0%	0.1%	2.7%	4	4.3%	50.0%	154	NA	0.0%	0.0%	0
recq5-2-single-f11-r6-c7_S336_	good	751726	685822	14.1%	1.4%	1.4%	96	16.0%	39.0%	152	NA	0.0%	0.8%	0
recq5-2-single-f11-r7-c1_S337_	poor	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
recq5-2-single-f11-r7-c2_S338_	poor	78918	71896	9.8%	0.2%	1.7%	10	12.0%	39.0%	158	NA	0.0%	0.2%	0
recq5-2-single-f11-r7-c3_S339_	poor	82608	72826	10.9%	0.2%	2.6%	10	11.5%	47.0%	156	NA	0.0%	0.2%	0
recq5-2-single-f11-r7-c4_S340_	acceptable	196302	177248	14.2%	0.4%	1.3%	25	0.0%	43.0%	165	NA	0.0%	0.2%	0
recq5-2-single-f11-r7-c5_S341_	poor	66296	52534	12.2%	0.1%	4.7%	7	4.3%	49.0%	92	NA	0.0%	0.0%	0
recq5-2-single-f11-r7-c6_S342_	poor	64013	52040	14.8%	0.1%	4.4%	7	8.0%	49.0%	92	NA	0.0%	0.1%	0
recq5-2-single-f9-r1-c1_S197_	poor	3847709	3535320	31.0%	6.0%	2.7%	404	43.2%	39.0%	153	NA	0.0%	4.4%	0.0186344
recq5-2-single-f9-r1-c2_S198_	poor	2991562	2763734	30.0%	4.7%	1.1%	367	26.4%	39.0%	153	NA	0.0%	4.7%	0
recq5-2-single-f9-r1-c3_S199_	poor	302533	266094	21.7%	0.5%	6.6%	33	0.0%	47.0%	153	NA	0.0%	0.4%	0
recq5-2-single-f9-r1-c4_S200_	poor	207565	176330	25.2%	0.3%	4.1%	21	6.3%	49.0%	95	NA	0.0%	0.3%	0
recq5-2-single-f9-r1-c5_S201_	poor	109065	93268	22.7%	0.2%	4.3%	11	7.4%	49.0%	94	NA	0.0%	0.3%	0
recq5-2-single-f9-r1-c6_S202_	acceptable	277428	235792	25.2%	0.4%	4.6%	28	3.6%	48.0%	152	NA	0.0%	0.5%	0
recq5-2-single-f9-r1-c7_S203_	poor	487834	448252	31.4%	0.7%	7.1%	50	22.7%	46.0%	157	NA	0.0%	0.4%	0.147129
recq5-2-single-f9-r2-c1_S204_	poor	193530	164870	27.2%	0.3%	5.1%	18	3.6%	50.0%	93	NA	0.0%	0.5%	0
recq5-2-single-f9-r2-c2_S205_	poor	118090	97166	14.7%	0.2%	3.6%	13	11.1%	49.0%	152	NA	0.0%	0.2%	0
recq5-2-single-f9-r2-c3_S206_	poor	250495	215516	24.1%	0.4%	3.0%	26	0.0%	48.0%	152	NA	0.0%	0.3%	0
recq5-2-single-f9-r2-c4_S207_	acceptable	301350	279006	23.0%	0.5%	1.1%	35	9.1%	43.0%	167	NA	0.0%	0.6%	0
recq5-2-single-f9-r2-c5_S208_	acceptable	252506	219734	25.4%	0.4%	3.5%	26	8.6%	48.0%	95	NA	0.0%	0.4%	0
recq5-2-single-f9-r2-c6_S209_	poor	353601	314798	28.4%	0.5%	3.4%	36	6.3%	46.0%	152	NA	0.0%	0.6%	0
recq5-2-single-f9-r2-c7_S210_	acceptable	345534	310356	26.5%	0.6%	2.3%	37	3.0%	46.0%	153	NA	0.0%	0.6%	0
recq5-2-single-f9-r3-c1_S211_	poor	104579	89524	15.0%	0.2%	4.6%	12	17.9%	48.0%	93	NA	0.0%	0.1%	0
recq5-2-single-f9-r3-c2_S212_	good	1843313	1678086	16.3%	3.4%	1.2%	233	22.8%	39.0%	152	NA	0.0%	2.5%	0
recq5-2-single-f9-r3-c3_S213_	poor	51368	47018	5.6%	0.1%	5.2%	7	0.0%	48.0%	152	NA	0.0%	0.0%	0
